1.17,1.08,1.89,0.94,1.54,1.64,1.07,0.6,0.67,1.68,0.79,3.81,6.53,5.4,11.28,6.4,3.75,11.82,6.77,3.16,13.54
4.33,5.92,5.75,4.38,4.27,3.94,7.96,1.7,4.82,5.95,6.23,14.91,22.03,4.16,15.8,20.83,4.6,17.87,21.28,4.49,20.56
3.86,4.4,4.16,4.58,3.15,4.02,7.18,2.21,5.65,5.11,2.24,14.72,19.15,4.75,9.81,20.25,3.48,12.55,21.15,4.24,15.31
4.26,3.3,5.35,4.81,3.1,3.8,6.52,2.17,5.63,4.89,2.17,11.39,20.58,5,12.46,18.6,5.47,12.95,19.27,5.3,15.03
2.5,3.18,3.68,3.08,3.43,2.96,7.07,3.55,4.44,4.61,3.23,13.32,19.02,4.59,9.42,18.67,4.93,10.79,19.29,5.35,12.97
4.89,4.61,6.15,5.34,3.57,5.19,6.01,1.97,4.13,5.45,2.92,11.68,20.71,3.59,13.35,18.39,4.37,13.04,19.16,3.91,15.64
3.59,3.14,4.8,4.41,2.36,3.1,5.83,1.07,3.18,5.33,2.21,10.01,22.31,4.5,14.26,17.59,4.44,14.9,17.84,4.01,16.29
3.85,3.78,5.32,4.92,2.96,4.46,6,1.25,4.86,4.6,2.55,10.55,20.16,4.89,13.92,17.15,5.13,16.24,17.42,5.1,18.91
3.29,2.95,4.49,4.07,2.23,3.04,6.46,1.19,5.26,4.52,1.98,8.67,20.07,5.99,15.91,18.33,6.11,16.26,17.71,6.28,16.42
4.66,3.83,5.67,5.5,2.97,4.86,5.84,1.44,3.17,5.12,1.82,11.71,18.98,5.18,12.68,18.93,4.59,14.31,19.44,3.82,16.39
5.2,3.25,4.81,5.86,3.65,2.51,1.93,1.95,4.81,8.79,2.52,12.24,19,3.85,18.58,14.4,3.41,11.76,11.4,5.12,11.85
4.06,4.01,5.12,4.64,3.91,4.36,8.98,1.78,4.35,6.38,2.27,10.51,18.74,4.06,11.66,16.43,4.77,12.27,16.41,4.67,13.72
4.84,3.56,4.45,4.25,2.69,3.53,6.48,2.08,6.37,6.6,2.08,14,19.46,5.49,13.53,19.27,5.55,13.85,19.93,5.98,16.64
3.39,3.28,5.08,3.83,2.28,3.54,7.56,2.23,5.45,5.01,2.22,12,20.72,4.56,11.75,18.87,4.05,12.01,18.47,4.09,13.36
3.54,2.18,4.26,3.94,2.18,3.24,6.73,1.9,3.68,3.65,1.67,9.85,20.61,4.85,14.18,17.11,4.51,15.39,16.36,4.33,18.03
4.05,4.72,5.16,4.81,4.37,4.68,5.63,2.68,4.59,6.6,2.65,12.97,22.13,6.09,12.49,19.52,5.61,13.33,19.88,5.81,14.21
4.69,3.95,4.99,5.15,2.31,4.04,8.11,2.38,6,8.4,1.96,12.46,21.24,6.18,16.42,21.54,6.14,16.24,22.92,6.11,18.16
4.84,4.31,6.06,5.18,4.43,4.91,8.05,3.34,6.91,7.1,2.98,15.03,22.62,13.03,14.77,20.92,10.58,16.09,21.84,10.65,17.97
2.71,1.48,2.66,2.89,2.23,2.88,2.87,0.96,3.59,4.15,1.74,7.38,16.32,3.82,17.46,15.54,2.85,15.25,14.12,4.88,13.72
3.13,1.41,2.98,2.33,2.13,3.05,2.04,1.04,3.7,5.25,1.95,8.23,12.68,2.36,13.6,12.8,2.12,11.05,12.28,3.42,9.06
3.69,2.34,4,3.78,2.32,4.06,2.68,1.07,4.3,7.06,2.11,9.88,17.94,4.86,20.03,17.93,3.68,17.3,16.12,4.74,13.11
6.64,4.37,6.21,7.18,3.65,5,3.34,2.61,5.24,8.32,4.71,10.78,16.57,2.78,20.08,12.63,5.48,16.2,15.27,6.12,14.56
6.57,4.04,5.26,6.28,2.14,3.84,1.98,3.06,4.4,9.56,2.97,13.14,16.81,2.78,18.46,16.03,3.47,10.63,15.69,2.65,12.57
5.9,3.1,4.17,6.16,3.55,6.4,3.97,1.86,5.08,6.38,4.56,12.07,15.56,5.89,18.14,16.75,5.46,14.13,16.25,7.01,12.57
3.19,2.21,3.04,3.28,2.68,4.18,2.95,1.46,2.48,4.52,2.77,7.44,17.18,5.47,14.68,16.92,3.59,14.75,14.51,3.7,13.51
6.23,2.27,4.94,6.03,2.6,7.4,3.21,1.62,6.06,6.89,3.88,11.35,13.84,5.58,14.56,13.39,5.5,12.52,12.24,5.19,13.01
3.98,3,4.1,4.01,3.12,6.28,3.84,2.32,6.38,5.91,4.87,10.75,14.95,3.77,18.6,15.93,3.21,17.71,16.23,4.47,12.69
